"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"China","CHN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","4737000000","2475000000","-32000000","-12592000000","-7589000000","291000000","-4060000000","-4927000000","10668000000","11601000000","4998000000","-11497000000","7611000000","11957590000","17551000000","42824000000","43837000000","30641000000","28873534000","28084000000","37383087664.0194","35821129066.2935","51174382539.95","124626797517.211","208918924500.594","308036028783.355","348832533153.935","220130401366.78","223023871712.8","181903738912.673","231844876748.002","235379561604.116","221299246947.272","357870764281.273","255737088242.15","217009899933.948","87905148451.8738","131844297312.037","358572608160.02","461494292759.35","577608939732.6","386063151779.81",
"Cote d'Ivoire","CIV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1155710678.41921","1722065222.54821","1015050790.41156","1692905339.96575","2664128022.97646","1819629955.65215","4189664129.02339","1120544664.93026","707897344.175184","1715287927.95264","1150470393.15493","1077209216.00129","1006914481.60207","-98663780.3218155","910074933.64127","571594163.037736","39662854.4798641","-2737601348.32923","",
"Cameroon","CMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-83441982.064092","-113269825.89107","-29898226.9625343","-278635573.065498","-291979449.766882","-184415237.087746","-135015968.719592","183061631.193441","52953396.9513338","-34391559.2479234","-387174189.623418","178010129.488646","160340655.970738","32358205.6504338","133920860.568512","392796451.212978","152244693.052732","239569299.468757","432616810.541029","213784342.578023","102706262.893822","84013816.2756611","129641681.623201","166680893.243152","-101773122.288516","-113275626.005973","-309280386.332771","-147949693.028894","-111463381.452432","211905761.747833","340882795.552686","-721538049.562035","-923875560.31076","-764428832.098246","-704021151.242305","-774502185.590695","-817386648.821178","-1077752101.69413","-1053768053.17936","-828668887.093496","-722600965.382013","-1121429117.89738","-1354599058.98692","-1088012800.04402","-1578554437.52904","-1117636380.02892","",
"Congo, Dem. Rep.","COD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1113600000","-659800000","-334500000","-1127400000","-1745200000","-1838700000","-1593602281.098","-1977754098.94109","-1494674269.45556","-3152502304.65964","-2308129161.18307","-2224819933.85017","-1406377021.27447","-1692788394.90944","-1718517789.29973","-624339925.79474","160710271.919867","-2945395688.07329","-4030194363.49794",
"Congo, Rep.","COG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-164303288.917736","-17388921.6249079","-4027838.84285271","-360168096.410826","-175063619.537075","-222942986.171849","339788843.207698","63802277.0161005","-393452720.850194","21887519.9324754","-147370362.575908","229774586.171165","206049413.960197","-74085388.721067","69137011.2262912","-170220232.08401","-582667982.694106","28159960.5861105","223546978.242445","363866959.720153","69566703.193832","314981956.918933","1438258979.10872","666192704.441845","839522698.653698","1126578547.36831","1647520085.40818","2244061135.52012","1904003082.16042","-694785985.948925","2299450459.02995","-641012578.611289","1708164513.07022","3542209799.4522","3312047804.79191","2310516033.80327","370868418.391364","-4427610294.13358","-2691494915.77189","","","2910197899.75358","1391319444.39899","3264867177.80206","","",
"Colombia","COL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","-95000000.0004839","-81000000.000275","-156000000.000572","-312724139.996097","-28342990","121474590.003674","-217224400.000452","102178950","468332519.999669","647016799.997133","525955999.999809","627264000","-125595840.00049","-1719060600","-2254764420.00083","-1952000000","-125000000","-595000000","1346000000","1325000000","565000000","1200000000","1821000000","2740000000","1188700000","-1458000000","-3277472545.01562","-3718523193.47664","-3284689500.90324","-4138083502.73631","-3911324471.8698","571576111.758648","1328666913.85215","-970538371.249467","-1313628527.62109","-1032731230.721","-483133685.817822","-690614447.091225","-1951544471.10276","-3441472017.01127","-2302397544.39762","-805727726.489758","-2246150213.78663","527573370.140205","-1464992369.15213","-3250497857.58699","-12332276476.0954","-19004381508.9598","-13451129309.4103","-8761508927.41588","-10556191985.8922","-14148162444.3345","-13104751154.4776","-20000679159.3241","-16400360397.6039","-7956441650.44443",
"Comoros","COM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","-20863530.0505058","-32672239.996395","-28377667.6298346","-28543851.0482829","-60608354.3079585","-44206110.768717","-43684291.9499874","-59913351.1051348","-48256530.9739674","-39663880.9774123","-54355634.8880749","-50259386.4426194","-63221232.2281689","-46765050.0863163","-50912728.2145999","-57525289.0574482","","","","","","","","-41278564.5408522","-62674536.3368591","-81311180.69812","-95627902.3960404","-120023783.344643","-181929578.438453","-176595973.001474","-184071755.578527","-207608723.958395","-232098068.885715","","-210143739.659477","-170288038.950902","-159896893.292169","-177103897.174893","-206259705.539406","-211183752.433797","-274670347.811316","-287634089.124128","-314236050.866876","-355581804.765654",
"Cabo Verde","CPV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-46536366.082911","-55612909.5879837","-64408409.6937036","-68241585.2362666","-79421428.7686417","-77900846.295827","-80007439.8716623","-62258832.5392584","-64398042.8893374","-66453372.4846347","-66317321.9563242","-78070975.1274846","-88449596.4143772","-92109341.5328377","-101217878.39888","-143144015.456788","-132201290.97439","-168612522.769134","-210650459.750173","-176152459.656849","-152460916.538475","-190267155.927265","-225514827.123698","-185971949.690271","-183700150.407371","-225337898.499604","-294289161.487196","-346009421.351242","-288058799.883277","-331430079.269323","-467154712.441621","-472199598.608701","-510976329.132784","-483882198.337561","-591799700.548746","-426947602.747579","-317313920.34435","-341047694.012877","-245640996.003995","-285060858.95884","-384091287.115746","-366361653.965044","-281307277.947429","-584396205.207971","-652112060.942094","-457845283.52681","-456722251.702194",
"Costa Rica","CRI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-166400000","-272300000","-427100000","-466300000","-134200000","66000000","-20000000","15800000","-68900000","39000000","-192500000","-91300000","-236700000","-383200000","-42900000","-341100000","-537900000","-270900000","-266542000","-228910000","-357416000","-165450000","1051211410.40579","-45669711.165888","78881229.510418","-267865429.090368","-283537864.928698","-77105144.675418","-360655999.12738","-611014762.399059","-1271487792.72421","-2407550798.86128","95700175.166145","-415750007.241521","-1194544783.87744","-1363669066.71151","-995209335.8409","-789427970.823826","1558623.964266","683777504.543906","393328336.587061","919006891.77924","2482334381.55331","2456419583.72748","1670105882.35388","2297074272.44343","5270322448.20298",
"Caribbean small states","CSS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-820709497.206704","-784460335.195531","-629603351.955307","-417692737.430168","-475363128.49162","-525916201.117318","-666661827.608939","-810450712.134078","-556204745.77095","-694482615.592179","-546455887.877095","-844747427.217877","-657754762.162011",
"Cayman Islands","CYM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694398758.33589","1581276302.5228","1441225889.46953","1462423660.19491","1441000620.62433","1330310599.7006","1718626866.54741","",
"Cyprus","CYP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-79416180.5780396","-183523744.325985","-255413081.846285","-310627467.982061","-337344373.327294","-238236051.471281","-253478281.710676","-258430428.202683","-250685833.913028","-210267754.44527","-61566005.6577036","-52172476.1088341","-158369982.137838","-310538338.89956","-223105175.061339","-473700472.73154","-677791035.93364","63328654.6078634","49167904.3298233","-20556112.8464286","-280713793.630327","-167835079.899227","-328585542.07522","78092228.9483654","-122909510.72455","148135202.964246","-94931199.0334425","-47748320.9704657","-457770881.206203","-451175390.095702","-720537522.136136","-1434698978.78027","-3571989064.69377","-1370399090.75795","-2161455864.57567","-1041729413.66365","-500832565.829754","369420835.848594","209329377.973418","522735394.346741","368799166.89802","-92853736.637579","365572870.587236","260120859.372238","-332198717.58444","1139428682.89322","61793803.2432137","-282831185.808666",
"Czechia","CZE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495633190.350032","-925738683.973259","-1841750039.90937","-3789213044.96522","-3195715989.12638","-731364635.750389","-703620723.154516","-1691999204.904","-1553701214.44501","-1596691455.74105","-2049320859.65495","528273873.404079","2898065160.6166","3790265561.32894","4052160271.13885","5219998906.55756","7700186522.30561","6192291073.38082","8894622490.64581","10309254507.9341","12123723407.1038","13436484695.2163","11152289235.3342","14970590108.5915","16696692080.8777","15459075074.1354","15661853403.4847","16922789209.9036","10760274185.8701","3377084364.71671","17294807587.1099",
"Germany","DEU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","3129299820.17464","4172810494.7489","9331485330.3669","15082233732.9296","9359034255.29827","11062760596.3335","13174230767.3247","17352509883.5215","5748981127.87806","-4881469153.69685","5179368707.52928","15445842102.251","11341396741.2059","14987906583.3004","22907977431.986","46143914622.1262","55189849333.2105","60093039856.0267","59544876562.6478","45835582096.6926","-8618524297.54355","-10419668458.7466","606625477.0981","2705397325.1996","9748115039.731","16944869691.1299","22955765079.6326","26638796381.3972","12325288588.8645","4104845646.7311","30938098139.694","85409917265.0463","92318194626.05","141659579646.248","143997634083.368","158280176925.073","223249988267.441","222424166595.653","168088620679.111","178340566180.23","186109725052.129","217953582338.746","220200384547.59","259384172818.113","253864583308.219","257052182218.316","265989346757.769","242877564842.629","222712633094.613","211436040446.136","225271564343.505","105645362117.412","179880487867.383",
"Djibouti","DJI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-105519325.234497","-124875507.115085","-94254477.5237592","-69333393.352502","-60088565.7856978","-58625598.550537","-57837846.9623736","-66891363.4291953","-59182651.4593099","-84480731.0334738","-48519871.0338114","-30609775.9972091","-52239183.8893547","-87862436.0655184","-73238390.5109694","-118359676.121561","-274435772.924978","-337939804.52507","-178892758.874866","-72158045.4757739","-254719476.032658","-267002774.01095","-713348705.461296","444525061.908669","544986898.578778","-144419978.820093","-159431265.153819","374115601.227334","386005311.696423","270104485.554297","-323102109.486216","577744640.879615","607408270.386854",
"Dominica","DMA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-5499736.26485803","-7200000","-10300000","-21000000","-39000000","-28700000","-18400000","-13700000","-22800000","-25200000","-7155555.55555556","-11207407.4074074","-20959259.2592593","-49007407.4074074","-44500000","-33855555.5555556","-27329629.6296296","-20522222.2222222","-22203703.7037037","-34807407.4074074","-42525925.9259259","-35696296.2962963","-20577777.7777778","-23788888.8888889","-47593973.0606244","-37695068.7032585","-21441284.0944219","-12495848.3194867","-26382710.87226","-57797069.496417","-38756989.9430189","-80378177.2375448","-122313009.632419","-105909580.703771","-93467008.1005515","-80419432.9222693","-98223564.3825133","-95614018.2732325","-66102855.9565207","-66194194.7127118","-68034258.7085718","-115047725.609502","-280820613.878301","-231777176.913696","-203662782.412254","-196019473.133875","-176941048.59016","-229068037.576204",
"Denmark","DNK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-240130247.059136","-1771039460.33194","-1559010104.54574","-1166519466.23918","-2018692313.16829","-734270148.675322","262063933.842199","78092703.9548","881699066.927045","552821842.623671","-71194452.663442","-743292495.608312","1341713162.57412","3078062108.64257","3356304753.70471","7486783173.7079","8591998596.69512","10404886684.9608","9815989882.35233","9035441696.77825","7794535103.80856","9263490304.50529","5685483097.60229","3318961697.94207","8238249083.8698","9299701472.77133","10431353547.0124","10023718626.993","13115565022.0941","12429897919.8375","14563595605.5605","11599960268.8373","9400458991.67581","12524865839.4842","14600232075.3284","22342619655.8767","22002867552.7058","19639455570.642","22713794805.2312","24528292516.4968","19627489413.426","18830573676.9587","21511744736.7158","18190345911.6278","20729495551.1775","19989613947.3259","25468002369.6911","38300184036.106","33168536665.6451",
"Dominican Republic","DOM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","-66200000","-69700000","-107200000","-118000000","-30700000","-50300000","-186200000","1000000","-145800000","-169800000","-326000000","-349400000","-647400000","-305800000","-392800000","-335800000","-187000000","-237600000","-219800000","-388600000","-101900000","-463000000","-401500000","-351100000","-818300000","-729900000","-583900000","-406000000","-655600000","-719700000","-1434800000","-1302100000","-1887500000","-1676600000","-1915400000","93400000","338600000","-1267900000","-2578510000","-3384300000","-6283600000","-3821000000","-5526900000","-6016300000","-5536300000","-3743200000","-3290300000","-3096900000","-2619400000","-2049900000","-4062700000","-4016800000","-5412500000","-8089100000","-11668900000","-8612500000",
